,Date,High,Low,Open,Close,Volume,Adj Close,daily_return
0,2020-01-02,298.45001220703125,296.3399963378906,297.2900085449219,298.4200134277344,3142400.0,288.0394592285156,
1,2020-01-03,297.3599853515625,295.0400085449219,295.2200012207031,296.239990234375,3247900.0,285.935302734375,-0.007305098057663328
2,2020-01-06,297.4200134277344,294.3500061035156,294.4200134277344,297.3500061035156,2777100.0,287.0066833496094,0.003746933676915143
3,2020-01-07,297.2699890136719,296.0599975585937,296.82000732421875,296.5299987792969,2251800.0,286.2152404785156,-0.002757576450335364
4,2020-01-08,299.3099975585937,296.4700012207031,296.7099914550781,298.0599975585937,3719500.0,287.69195556640625,0.005159456517485728
5,2020-01-09,300.19000244140625,299.0899963378906,299.7300109863281,300.1199951171875,2168500.0,289.68035888671875,0.006911570802867084
6,2020-01-10,300.8599853515625,298.7900085449219,300.739990234375,299.260009765625,3666800.0,288.8502502441406,-0.002865602092486874
7,2020-01-13,301.32000732421875,299.4800109863281,299.9100036621094,301.239990234375,2728000.0,290.7613525390625,0.006616239014183289
8,2020-01-14,301.9100036621094,300.32000732421875,300.8900146484375,300.8399963378906,2620100.0,290.3752746582031,-0.0013278170482010632
9,2020-01-15,302.29998779296875,300.69000244140625,300.8099975585937,301.510009765625,2822300.0,291.0220031738281,0.00222721619940347
10,2020-01-16,304.0400085449219,302.7099914550781,302.94000244140625,304.0299987792969,2582600.0,293.45428466796875,0.008357723703412923
11,2020-01-17,305.20001220703125,304.20001220703125,304.7699890136719,305.0599975585937,2218000.0,294.4484558105469,0.0033878228893573503
12,2020-01-21,305.2200012207031,304.0,304.0799865722656,304.42999267578125,2757900.0,293.8404235839844,-0.0020649869767145335
13,2020-01-22,305.9200134277344,304.32000732421875,305.3099975585937,304.510009765625,2765300.0,293.91766357421875,0.00026286373158690424
14,2020-01-23,304.9700012207031,302.6600036621094,303.8399963378906,304.8099975585937,2673100.0,294.2071838378906,0.0009850386674661316
15,2020-01-24,305.5199890136719,300.8099975585937,305.4200134277344,302.0299987792969,3448200.0,291.52392578125,-0.009120300944517767
16,2020-01-27,298.7300109863281,296.45001220703125,296.8399963378906,297.2300109863281,4302000.0,286.89093017578125,-0.015892334027311383
17,2020-01-28,301.2200012207031,298.2200012207031,298.70001220703125,300.45001220703125,3562500.0,289.9988708496094,0.01083317855996313
18,2020-01-29,301.94000244140625,299.9200134277344,301.7799987792969,300.1499938964844,2739400.0,289.7093200683594,-0.0009984548574334395
19,2020-01-30,301.2900085449219,297.29998779296875,298.0400085449219,301.0899963378906,4432700.0,290.6165771484375,0.0031316116439197295
20,2020-01-31,300.6000061035156,294.7200012207031,300.44000244140625,295.69000244140625,6184700.0,285.40447998046875,-0.017934617560740773
21,2020-02-03,299.6700134277344,297.0299987792969,297.1199951171875,297.8399963378906,3205200.0,287.4796142578125,0.007270853903504904
22,2020-02-04,303.2300109863281,301.1600036621094,301.5,302.42999267578125,2292800.0,291.9099426269531,0.015410930547470114
23,2020-02-05,306.0799865722656,303.8699951171875,305.3999938964844,305.8500061035156,3049900.0,295.21099853515625,0.011308473697388743
24,2020-02-06,307.0799865722656,305.8099975585937,306.79998779296875,306.8900146484375,1925500.0,296.21484375,0.00340043297785253
25,2020-02-07,306.5899963378906,304.739990234375,305.8299865722656,305.3299865722656,2249000.0,294.7091369628906,-0.005083157778481118
26,2020-02-10,307.5599975585937,304.3500061035156,304.3900146484375,307.5199890136719,2246900.0,296.82293701171875,0.007172495805904733
27,2020-02-11,309.69000244140625,307.6099853515625,308.92999267578125,308.0799865722656,2438800.0,297.3634338378906,0.0018209402265652042
28,2020-02-12,310.2699890136719,309.1700134277344,309.5599975585937,310.0599975585937,2115800.0,299.2745361328125,0.0064268234673525715
29,2020-02-13,310.7200012207031,308.3599853515625,308.6000061035156,309.760009765625,2043400.0,298.9850158691406,-0.0009674069415093189
30,2020-02-14,310.3299865722656,309.0,310.1099853515625,310.2799987792969,1637000.0,299.4869384765625,0.0016787550572152643
31,2020-02-18,309.82000732421875,308.0299987792969,309.239990234375,309.42999267578125,3000300.0,298.6664733886719,-0.0027395688508626836
32,2020-02-19,311.5899963378906,310.1199951171875,310.4200134277344,310.9200134277344,2257500.0,300.1046447753906,0.004815309098477716
33,2020-02-20,311.19000244140625,306.6700134277344,310.3500061035156,309.70001220703125,4617300.0,298.9270935058594,-0.003923802213766425
34,2020-02-21,308.5799865722656,305.6199951171875,308.29998779296875,306.489990234375,2678000.0,295.82879638671875,-0.01036472499967589
35,2020-02-24,299.3800048828125,295.1700134277344,296.9599914550781,296.239990234375,7097000.0,285.935302734375,-0.03344330833638853
36,2020-02-25,298.2300109863281,286.3599853515625,297.7300109863281,287.3399963378906,8465800.0,277.3448791503906,-0.030043242306336038
37,2020-02-26,292.2799987792969,285.4800109863281,288.6099853515625,286.07000732421875,10233700.0,276.1191101074219,-0.004419656302015462
