tickerSymbol,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest
KRUS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"Kura Sushi USA, Inc.","Kura Sushi USA, Inc.",finmb_627002367,America/New_York,EDT,-14400000,us_market,False,4.830215,67.605,REGULAR,1564666200000.0,2,3.1150055,1679590562,64.49,NasdaqGM,167549.0,143230.0,36.655003,1.1843296,30.95 - 96.603,-28.997993,-0.30017695,30.95,96.603,60.9078,6.6972046,0.109956436,65.9048,1.700203,0.025797863,15,0,False,False,67.605,70.0,65.5 - 70.0,65.5,131421.0,67.87,68.93,8.0,8.0,USD,65.5,0.0,,0.0,-0.16,9.387,7.2019815,Kura Sushi USA,,1680638400.0,1680638400.0,1680638400.0,0.33,-0.2,-338.02502,8792130.0,662000384.0,204.86363,1.6 - Buy,,,,,,,,,,,,,
KRYS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"Krystal Biotech, Inc.","Krystal Biotech, Inc.",finmb_534062888,America/New_York,EDT,-14400000,us_market,False,2.7559094,74.385,REGULAR,1505914200000.0,2,1.9950027,1679590237,72.39,NasdaqGM,198733.0,224870.0,26.715004,0.56041545,47.67 - 89.59,-15.204994,-0.16971755,47.67,89.59,78.4412,-4.056198,-0.051710047,73.5783,0.80670166,0.0109638525,15,0,False,False,74.385,75.55,73.29 - 75.55,73.29,29556.0,74.29,74.59,8.0,8.0,USD,73.29,0.0,,0.0,-5.22,20.27,3.669709,Krystal Biotech,,1677499200.0,1683543540.0,1683892800.0,-2.56,-5.2,-14.304809,25763700.0,1916432896.0,-29.056643,1.7 - Buy,,,,,,,,,,,,,
KSCP,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"Knightscope, Inc.","Knightscope, Inc.",finmb_257548773,America/New_York,EDT,-14400000,us_market,False,-1.6298186,0.6941,REGULAR,1643293800000.0,4,-0.011500001,1679590576,0.7056,NasdaqGM,495822.0,974760.0,0.054100037,0.08453131,0.64 - 6.12,-5.4259,-0.886585,0.64,6.12,1.31934,-0.62523997,-0.4739036,2.37581,-1.6817099,-0.707847,15,0,False,False,0.6941,0.73,0.68 - 0.73,0.68,304386.0,0.6899,0.6977,13.0,11.0,USD,0.7142,0.0,,0.0,-0.73,-0.926,-0.74956805,Knightscope,,,,,,,,31205200.0,28822572.0,,,2022-01-27,,,,,,,,,,,,
KSI,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Kadem Sustainable Impact Corpor,Kadem Sustainable Impact Corporation,finmb_706007512,America/New_York,EDT,-14400000,us_market,False,-0.09842745,10.15,REGULAR,1621344600000.0,2,-0.010000229,1678996684,10.16,NasdaqCM,73184.0,59327.0,0.42999935,0.044238616,9.72 - 10.16,-0.010000229,-0.0009842745,9.72,10.16,10.109802,0.040197372,0.003976079,9.926717,0.22328281,0.022493118,15,0,False,False,10.15,10.16,10.14 - 10.16,10.14,342838.0,0.0,0.0,31.0,40.0,USD,10.15,0.0,112.77777,0.0,0.09,-0.635,-15.984252,Kadem Sustainable Impact,,,,,,,,17500000.0,222031248.0,,,2021-05-07,,,,,,,,,,,,
KSICU,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NCM,Kadem Sustainable Impact Corpor,Kadem Sustainable Impact Corporation,finmb_706007512,America/New_York,EDT,-14400000,us_market,False,-0.197039,10.13,REGULAR,1615987800000.0,2,-0.0199995,1678995009,10.15,NasdaqCM,2607.0,1950.0,0.3800001,0.03897437,9.75 - 10.16,-0.029999733,-0.0029527296,9.75,10.16,10.1014,0.02859974,0.0028312649,9.92725,0.2027502,0.020423602,15,0,False,False,10.13,10.14,10.13 - 10.14,10.13,10903.0,0.0,0.0,8.0,10.0,USD,10.14,0.0,26.657896,0.0,0.38,-0.635,-15.952756,Kadem Sustainable Impact,,,,,,,,,,,,2021-03-17,,,,,,,,,,,,
KSICW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,,NCM,Kadem Sustainable Impact Corporation Warrant,Kadem Sustainable Impact Corporation,finmb_706007512,America/New_York,EDT,-14400000,us_market,False,141.37935,0.007,REGULAR,,4,0.0041000005,1678901049,0.0028999997,NasdaqCM,,,0.0041000005,1.4137933,0.0029 - 0.01,-0.0029999996,-0.29999995,0.0029,0.01,,,,,,,15,0,False,False,0.007,0.01,0.0029 - 0.01,0.0029,0.0,,,,,USD,,,,,,,,Kadem Sustainable Impact,,,,,,,,,,,,2021-05-07,,,,,,,,,,,,
KSPN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Kaspien Holdings Inc.,Kaspien Holdings Inc.,finmb_183329,America/New_York,EDT,-14400000,us_market,False,-9.852462,0.5499,REGULAR,522595800000.0,4,-0.06010002,1679588031,0.61,NasdaqCM,85415.0,61900.0,0.09990001,0.22200002,0.45 - 10.92,-10.3701,-0.94964284,0.45,10.92,0.7028,-0.15289998,-0.21755832,1.7004,-1.1505,-0.6766055,15,0,False,False,0.5499,0.61,0.53 - 0.61,0.53,33383.0,0.5352,0.55,14.0,10.0,USD,0.5809,0.0,,0.0,-7.71,0.763,0.7207077,Kaspien,1565827200.0,1670965200.0,1682593140.0,1682942400.0,0.32,,,4964750.0,2730116.0,1.7184376,2.0 - Buy,,,,,Trans World Entertainment Corporation,2023-03-22,,,,,,,
KTCC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Key Tronic Corporation,Key Tronic Corporation,finmb_282911,America/New_York,EDT,-14400000,us_market,False,7.956322,6.92,REGULAR,425136600000.0,2,0.5100002,1679589231,6.41,NasdaqGM,41445.0,33250.0,2.92,0.73,4.0 - 7.4,-0.48000002,-0.06486487,4.0,7.4,6.0832,0.8368001,0.13755919,4.98685,1.9331503,0.3876496,15,0,False,False,6.92,6.95,6.41 - 6.95,6.41,22364.0,6.8,6.95,12.0,8.0,USD,6.51,0.0,18.702703,0.0,0.37,11.83,0.58495355,Key Tronic,,1675202400.0,1683111540.0,1683547200.0,,,,10761900.0,74472352.0,,,,,,,,,,,,,,,
KTOS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Kratos Defense & Security Solut,"Kratos Defense & Security Solutions, Inc.",finmb_36652,America/New_York,EDT,-14400000,us_market,False,0.22935577,13.11,REGULAR,941812200000.0,2,0.029999733,1679590562,13.08,NasdaqGS,805669.0,1152640.0,4.21,0.47303373,8.9 - 22.26,-9.150001,-0.41105124,8.9,22.26,11.903,1.2069998,0.10140299,11.92215,1.18785,0.09963388,15,0,False,False,13.11,13.31,13.11 - 13.31,13.11,195212.0,13.19,13.2,8.0,10.0,USD,13.26,0.0,,0.0,-0.31,7.432,1.7639935,Kratos Defense & Security,,1677189600.0,1683111540.0,1683547200.0,0.5,0.35,37.45714,126660000.0,1660512512.0,26.22,2.1 - Buy,,,,,,,,,,,,,
KTRA,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"Kintara Therapeutics, Inc.","Kintara Therapeutics, Inc.",finmb_114139744,America/New_York,EDT,-14400000,us_market,False,0.47185147,3.7476,REGULAR,1361543400000.0,4,0.01760006,1679583919,3.73,NasdaqCM,35488.0,56200.0,0.9476001,0.33842862,2.8 - 42.0,-38.2524,-0.9107714,2.8,42.0,5.52422,-1.7766199,-0.32160556,7.56708,-3.81948,-0.50474954,15,0,False,False,3.7476,3.84,3.7 - 3.84,3.7,2403.0,3.65,3.81,8.0,18.0,USD,3.7,0.0,,0.0,-12.65,-2.497,-1.500841,Kintara Therapeutics,1557273600.0,1676412003.0,1683808200.0,1684153800.0,-0.51,-2.56,-1.4639063,1675300.0,6278392.0,-7.3482356,3.0 - Hold,,,,,"DelMar Pharmaceuticals, Inc.",2023-03-22,,,,,,,
KTTA,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NCM,Pasithea Therapeutics Corp.,Pasithea Therapeutics Corp.,finmb_702706441,America/New_York,EDT,-14400000,us_market,False,-0.9090927,0.436,REGULAR,1631712600000.0,4,-0.004000008,1679589491,0.44,NasdaqCM,89483.0,26600.0,0.037,0.09273183,0.399 - 1.54,-1.104,-0.7168831,0.399,1.54,0.58174,-0.14574003,-0.25052434,0.944115,-0.508115,-0.53819185,15,0,False,False,0.436,0.45,0.4201 - 0.45,0.4201,4500.0,0.425,0.4499,9.0,10.0,USD,0.44,0.0,,0.0,-0.25,1.762,0.24744609,Pasithea Therapeutics,,,,,-0.67,-0.54,-0.8074074,29248700.0,12752433.0,-0.6507462,2.0 - Buy,2021-09-15,,,,,,,,,,,,
KTTAW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Pasithea Therapeutics Corp. Warrant,Pasithea Therapeutics Corp.,finmb_702706441,America/New_York,EDT,-14400000,us_market,False,0.0,0.04,REGULAR,,4,0.0,1679427608,0.04,NasdaqCM,,,0.0,0.0,0.04 - 0.04,0.0,0.0,0.04,0.04,,,,,,,15,0,False,False,0.04,0.04,0.04 - 0.04,0.04,1150.0,0.02,0.0881,11.0,10.0,USD,0.04407,,,,,0.057,0.7017544,Pasithea Therapeutics,,,,,,,,,,,,2021-09-15,,,,,,,,,,,,
KURA,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Kura Oncology, Inc.","Kura Oncology, Inc.",finmb_282774456,America/New_York,EDT,-14400000,us_market,False,1.4297584,12.202,REGULAR,1442410200000.0,2,0.17199993,1679590594,12.03,NasdaqGS,647713.0,625140.0,1.9019995,0.18466014,10.3 - 19.93,-7.7280006,-0.38775718,10.3,19.93,12.5666,-0.36460018,-0.02901343,14.33,-2.1280003,-0.14849967,15,0,False,False,12.202,12.315,12.08 - 12.315,12.08,184776.0,12.23,12.24,10.0,10.0,USD,12.18,0.0,,0.0,-2.08,6.152,1.98342,Kura Oncology,,1677187800.0,1683025140.0,1683547200.0,-2.3,-2.41,-5.0630703,68438600.0,835087744.0,-5.3052173,1.6 - Buy,,,,,,,,,,,,,
KVHI,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"KVH Industries, Inc.","KVH Industries, Inc.",finmb_353460,America/New_York,EDT,-14400000,us_market,False,7.045003,10.94,REGULAR,828455400000.0,2,0.7199993,1679589513,10.22,NasdaqGS,36525.0,54520.0,4.0499997,0.5878084,6.89 - 11.88,-0.94000053,-0.07912462,6.89,11.88,10.0896,0.8504,0.08428481,9.6053,1.3346996,0.13895449,15,0,False,False,10.94,10.94,10.14 - 10.94,10.14,34173.0,10.92,10.95,10.0,9.0,USD,10.27,0.0,,0.0,-0.22,8.16,1.3406862,KVH Industries,,1678971600.0,1683549000.0,1683894600.0,0.4,0.21,52.095238,19153100.0,209534912.0,27.349998,2.0 - Buy,,,,,,,,,,,,,
KVSA,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Khosla Ventures Acquisition Co.,Khosla Ventures Acquisition Co.,finmb_704390102,America/New_York,EDT,-14400000,us_market,False,0.0,10.13,REGULAR,1614868200000.0,2,0.0,1679588778,10.13,NasdaqCM,154493.0,221100.0,0.40999985,0.042181052,9.72 - 10.15,-0.019999504,-0.0019703945,9.72,10.15,10.0963,0.03369999,0.0033378555,9.91581,0.21419048,0.021600908,15,0,False,False,10.13,10.14,10.13 - 10.14,10.13,205039.0,10.13,10.14,9.0,400.0,USD,10.13,0.0,20.67347,0.0,0.49,-0.153,-66.20915,Khosla Ventures,,,,,,,,35490000.0,410163712.0,,,2021-03-04,,,,,,,,,,,,
KVSC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Khosla Ventures Acquisition Co.,Khosla Ventures Acquisition Co. III,finmb_704384437,America/New_York,EDT,-14400000,us_market,False,0.0,10.13,REGULAR,1616592600000.0,2,0.0,1679588686,10.13,NasdaqCM,117981.0,212710.0,0.4300003,0.04432993,9.7 - 10.14,-0.010000229,-0.0009862158,9.7,10.14,10.08656,0.043439865,0.0043067075,9.901895,0.22810555,0.023036556,15,0,False,False,10.13,10.13,10.12 - 10.13,10.12,628142.0,10.13,10.14,40.0,31.0,USD,10.13,0.0,,0.0,,-0.174,-58.21839,,,,,,,,,57756800.0,635726400.0,,,2021-03-24,,,,,,,,,,,,
KWE,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NCM,KWESST Micro Systems Inc.,KWESST Micro Systems Inc.,finmb_657106683,America/New_York,EDT,-14400000,us_market,False,-6.1224527,2.3,REGULAR,1610116200000.0,4,-0.1500001,1679586780,2.45,NasdaqCM,26593.0,31880.0,2.2189999,27.39506,0.081 - 43.19,-40.89,-0.94674695,0.081,43.19,2.66958,-0.36958003,-0.13844126,6.789655,-4.4896555,-0.6612494,15,0,False,False,2.3,2.4,2.21 - 2.4,2.21,17369.0,2.25,2.3,22.0,13.0,CAD,2.275,0.0,,0.0,-9.16,1.959,1.1740683,KWESST Micro Systems,1600732800.0,,,,,-0.2,-11.5,4072740.0,9367302.0,,2.0 - Buy,2022-12-07,,,,,,,,,,,,
KWESW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,KWESST Micro Systems Inc. warra,KWESST Micro Systems Inc.,finmb_657106683,America/New_York,EDT,-14400000,us_market,False,-13.281469,0.3121,REGULAR,,4,-0.047800004,1679588890,0.3599,NasdaqGM,,,0.062099993,0.24839997,0.25 - 0.3121,0.0,0.0,0.25,0.3121,,,,,,,15,0,False,False,0.3121,0.3121,0.25 - 0.3121,0.25,1303.0,0.2,0.61,12.0,12.0,CAD,0.2401,0.0,,0.0,,1.329,0.23483822,KWESST Micro Systems,,,,,,,,,,,,2022-12-07,,,,,,,,,,,,
KXIN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Kaixin Auto Holdings,Kaixin Auto Holdings,finmb_694115303,America/New_York,EDT,-14400000,us_market,False,2.742861,0.3596,REGULAR,1509978600000.0,4,0.0096000135,1679586829,0.35,NasdaqCM,257691.0,241120.0,0.07960001,0.28428572,0.28 - 1.67,-1.3104,-0.7846707,0.28,1.67,0.41582,-0.056219995,-0.13520272,0.664845,-0.30524498,-0.45912203,15,0,False,False,0.3596,0.38,0.34 - 0.38,0.34,145941.0,0.35,0.3592,29.0,11.0,USD,0.34,0.0,,0.0,-0.2,0.041,8.770732,,,1666785600.0,1666785600.0,1666785600.0,,,,197295008.0,70947288.0,,,,,,,Haitaoche Limited (Cayman),2023-03-22,,,,,,,
KYCH,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Keyarch Acquisition Corporation,Keyarch Acquisition Corporation,finmb_1758031792,America/New_York,EDT,-14400000,us_market,False,0.0,10.3,REGULAR,1646404200000.0,2,0.0,1679491804,10.3,NasdaqGM,76442.0,2550.0,0.5600004,0.057494912,9.74 - 10.77,-0.47000027,-0.043639764,9.74,10.77,10.2304,0.069600105,0.0068032634,10.00638,0.2936201,0.02934329,15,0,False,False,10.3,10.3,10.3 - 10.3,10.3,9675.0,10.3,10.34,11.0,10.0,USD,10.3,0.0,,0.0,,0.02,515.0,Keyarch,,,,,,,,12245000.0,155736000.0,,,2022-03-03,,,,,,,,,,,,
KYCHR,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Keyarch Acquisition Corporation,Keyarch Acquisition Corporation,finmb_1758031792,America/New_York,EDT,-14400000,us_market,False,0.0,0.12,REGULAR,,4,0.0,1679342404,0.12,NasdaqGM,,,0.0,0.0,0.12 - 0.12,0.0,0.0,0.12,0.12,,,,,,,15,0,False,False,0.12,0.12,0.12 - 0.12,0.12,5.0,0.12,0.16,29.0,30.0,USD,0.175,0.0,,0.0,,0.006,20.0,Keyarch,,,,,,,,,,,,2022-03-03,,,,,,,,,,,,
KYCHU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Keyarch Acquisition Corporation,Keyarch Acquisition Corporation,finmb_1758031792,America/New_York,EDT,-14400000,us_market,False,0.0,10.43,REGULAR,1643121000000.0,2,0.0,1679515182,10.43,NasdaqGM,1022.0,40.0,0.7300005,0.075257786,9.7 - 10.738,-0.3079996,-0.028683145,9.7,10.738,10.3342,0.0958004,0.009270229,10.118375,0.31162548,0.030797977,15,0,False,False,10.43,10.43,10.43 - 10.43,10.43,100.0,10.06,10.44,29.0,12.0,USD,10.43,0.0,,0.0,,0.02,521.5,Keyarch,,,,,,,,,,,,2022-01-25,,,,,,,,,,,,
KYCHW,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Keyarch Acquisition Corporation,Keyarch Acquisition Corporation,finmb_1758031792,America/New_York,EDT,-14400000,us_market,False,0.0,0.0775,REGULAR,,4,0.0,1679578819,0.0775,NasdaqGM,,,0.0,0.0,0.0775 - 0.0776,-0.00010000169,-0.0012886815,0.0775,0.0776,,,,,,,15,0,False,False,0.0775,0.0776,0.0775 - 0.0776,0.0775,9.0,0.028,0.069,29.0,18.0,USD,0.0776,0.0,,0.0,,0.006,12.916667,Keyarch,,,,,,,,,,,,2022-03-03,,,,,,,,,,,,
KYMR,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"Kymera Therapeutics, Inc.","Kymera Therapeutics, Inc.",finmb_542085131,America/New_York,EDT,-14400000,us_market,False,1.1714587,28.5,REGULAR,1598016600000.0,2,0.32999992,1679590572,28.17,NasdaqGM,529771.0,445960.0,15.35,1.1673005,13.15 - 44.745,-16.244999,-0.36305732,13.15,44.745,33.315,-4.8149986,-0.14452946,27.3573,1.1427002,0.04176948,15,0,False,False,28.5,29.63,28.185 - 29.63,28.185,115855.0,28.51,28.62,8.0,8.0,USD,28.7,0.0,,0.0,-2.61,8.951,3.1840017,Kymera Therapeutics,,1677159000.0,1682944200.0,1683289800.0,-3.32,-2.73,-10.43956,55183600.0,1572732544.0,-8.584337,2.1 - Buy,2020-08-21,,,,,,,,,,,,
KZIA,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Kazia Therapeutics Limited,Kazia Therapeutics Limited,finmb_401773,America/New_York,EDT,-14400000,us_market,False,-8.200002,0.918,REGULAR,915633000000.0,4,-0.08200002,1679585139,1.0,NasdaqCM,60791.0,32040.0,0.41799998,0.83599997,0.5 - 8.61,-7.6919994,-0.89337975,0.5,8.61,0.9752,-0.057200015,-0.05865465,1.6666,-0.7486,-0.44917798,15,0,False,False,0.918,0.93,0.86 - 0.93,0.86,10589.0,0.88,0.918,9.0,10.0,AUD,0.921401,0.0,,0.0,-1.18,0.71,1.2929578,Kazia Therapeutics,1499990400.0,,,,,,,20433800.0,18758228.0,,3.0 - Hold,,,,,,,,,,,,,
KZR,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Kezar Life Sciences, Inc.","Kezar Life Sciences, Inc.",finmb_304157325,America/New_York,EDT,-14400000,us_market,False,-3.9660017,3.39,REGULAR,1529587800000.0,4,-0.13999987,1679590592,3.53,NasdaqGS,729415.0,1330180.0,0.0050001144,0.0014771387,3.385 - 18.52,-15.13,-0.8169546,3.385,18.52,6.0312,-2.6411998,-0.43792278,7.6401,-4.2501,-0.55628854,15,0,False,False,3.39,3.74,3.385 - 3.74,3.385,254446.0,3.41,3.42,13.0,11.0,USD,3.55,0.0,,0.0,-0.98,3.94,0.8604061,Kezar Life Sciences,,1678824060.0,1683716340.0,1684152000.0,-1.31,-1.24,-2.733871,70803800.0,240024896.0,-2.5877864,2.0 - Buy,,,,,,,,,,,,,
LAB,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Standard BioTools Inc.,Standard BioTools Inc.,finmb_742365,America/New_York,EDT,-14400000,us_market,False,0.0,2.18,REGULAR,1297348200000.0,4,0.0,1679590345,2.18,NasdaqGS,245803.0,257840.0,1.26,1.3695651,0.92 - 4.23,-2.05,-0.48463356,0.92,4.23,2.0206,0.15939999,0.07888745,1.5772,0.6028,0.38219628,15,0,False,False,2.18,2.2705,2.0555 - 2.2705,2.0555,184993.0,2.18,2.19,8.0,8.0,USD,2.21,0.0,,0.0,-2.42,-1.025,-2.1268294,Standard BioTools,,1676412000.0,1683111540.0,1683547200.0,-0.01,-0.01,-218.00002,79063904.0,172359312.0,-218.00002,2.0 - Buy,,,,,Fluidigm Corporation,2023-03-22,,,,,,,
LABP,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"Landos Biopharma, Inc.","Landos Biopharma, Inc.",finmb_432438570,America/New_York,EDT,-14400000,us_market,False,-14.797296,0.2522,REGULAR,1612449000000.0,4,-0.043799996,1679589651,0.296,NasdaqCM,451181.0,248520.0,0.041200012,0.19526072,0.211 - 1.92,-1.6678,-0.86864585,0.211,1.92,0.37054,-0.118339986,-0.3193717,0.57586,-0.32366002,-0.56204635,15,0,False,False,0.2522,0.2913,0.2522 - 0.2913,0.2522,82480.0,0.2712,0.2713,12.0,10.0,USD,0.2522,0.0,,0.0,-1.57,1.093,0.23074107,Landos Biopharma,,1679572810.0,1679572810.0,1679572810.0,-0.66,-1.01,-0.24970298,40254900.0,10152286.0,-0.3821212,3.5 - Hold,2021-02-04,,,,,,,,,,,,
LAKE,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,"Lakeland Industries, Inc.","Lakeland Industries, Inc.",finmb_283893,America/New_York,EDT,-14400000,us_market,False,0.35335824,14.2,REGULAR,526656600000.0,2,0.05000019,1679581687,14.15,NasdaqGM,15325.0,15120.0,3.0699997,0.27583104,11.13 - 19.65,-5.45,-0.27735367,11.13,19.65,14.7402,-0.54020023,-0.036648095,14.06505,0.13494968,0.009594682,15,0,False,False,14.2,14.2,14.15 - 14.2,14.15,5254.0,14.19,14.37,8.0,10.0,USD,14.2,0.0,48.96552,0.0,0.29,16.226,0.87513864,Lakeland Industries,1677024000.0,1670535000.0,1681761600.0,1682107200.0,1.13,0.43,33.023254,7319890.0,103942440.0,12.566372,2.0 - Buy,,,,,,,,,,,,,
LAMR,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Lamar Advertising Company,Lamar Advertising Company,finmb_353253,America/New_York,EDT,-14400000,us_market,False,0.118356586,93.05,REGULAR,838992600000.0,2,0.11000061,1679590535,92.94,NasdaqGS,464825.0,472690.0,11.950005,0.14734901,81.1 - 119.68,-26.629997,-0.22251001,81.1,119.68,103.1382,-10.088196,-0.09781241,95.90735,-2.8573456,-0.02979277,15,0,False,False,93.05,94.6199,93.03 - 94.6199,93.03,105324.0,93.24,93.32,8.0,8.0,USD,93.27,4.7,22.260767,0.050570257,4.18,11.748,7.9204974,,1680220800.0,1677247200.0,1683117000.0,1683549000.0,5.63,5.19,17.928709,87327800.0,9467652096.0,16.52753,2.6 - Hold,,,,,Lamar Advertising Company (REIT),2023-03-22,,,,,,,
LANC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Lancaster Colony Corporation,Lancaster Colony Corporation,finmb_283934,America/New_York,EDT,-14400000,us_market,False,0.55940837,203.13,REGULAR,322151400000.0,2,1.1300049,1679590373,202.0,NasdaqGS,154930.0,166940.0,86.28001,0.7383826,116.85 - 214.0,-10.869995,-0.05079437,116.85,214.0,192.844,10.286011,0.053338505,171.7782,31.351807,0.18251331,15,0,False,False,203.13,203.925,201.22 - 203.925,201.22,43640.0,202.66,203.53,8.0,8.0,USD,201.22,3.25,54.60484,0.01608911,3.72,31.901,6.367512,Lancaster Colony,1680220800.0,1675350000.0,1683117000.0,1683549000.0,7.0,6.0,33.855,27571000.0,5600497152.0,29.018572,3.0 - Hold,,,,,,,,,,,,,
LAND,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Gladstone Land Corporation,Gladstone Land Corporation,finmb_111484076,America/New_York,EDT,-14400000,us_market,False,0.12995128,15.41,REGULAR,1359469800000.0,2,0.019999504,1679590530,15.39,NasdaqGM,217162.0,269930.0,0.045000076,0.0029287392,15.365 - 42.1,-26.689999,-0.63396674,15.365,42.1,18.293,-2.8829994,-0.15760124,20.77395,-5.3639507,-0.25820562,15,0,False,False,15.41,15.68,15.4 - 15.68,15.4,83516.0,15.41,15.43,8.0,9.0,USD,15.48,0.546,,0.035477582,-0.42,20.866,0.738522,Gladstone Land,1680220800.0,1677072600.0,1683576000.0,1683921600.0,-0.29,-0.36,-42.805553,35714000.0,553508672.0,-53.13793,2.0 - Buy,,,,,,,,,,,,,
LANDM,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Gladstone Land Corporation - 5.,Gladstone Land Corporation,finmb_111484076,America/New_York,EDT,-14400000,us_market,False,-0.5543755,23.32,REGULAR,1610721000000.0,2,-0.13000107,1679587084,23.45,NasdaqGM,3023.0,5160.0,0.75,0.03322995,22.57 - 25.916,-2.5960007,-0.1001698,22.57,25.916,23.91632,-0.5963211,-0.024933647,24.203365,-0.88336563,-0.036497638,15,0,False,False,23.32,23.7698,23.32 - 23.7698,23.32,1460.0,23.32,23.85,9.0,8.0,USD,23.64,0.546,,0.023283582,-0.288,20.866,1.1176076,Gladstone Land,1680220800.0,,,,,,,2415000.0,405273600.0,,,2021-01-25,,,,,,,,,,,,
LANDO,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Gladstone Land Corporation - 6.,Gladstone Land Corporation,finmb_111484076,America/New_York,EDT,-14400000,us_market,False,1.1874231,22.9999,REGULAR,1603114200000.0,2,0.26990128,1679587044,22.73,NasdaqGM,18762.0,21050.0,1.5999012,0.07476174,21.4 - 27.95,-4.9501,-0.17710555,21.4,27.95,23.7378,-0.7378998,-0.031085432,25.104805,-2.1049042,-0.08384468,15,0,False,False,22.9999,23.05,22.71 - 23.05,22.71,4150.0,22.22,22.99,10.0,9.0,USD,22.89,0.546,,0.024021119,-0.288,20.866,1.1022669,Gladstone Land,1680220800.0,,,,,,,,,,,,,,,,,,,,,,,
