tickerSymbol,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest
AAACX,en-US,US,MUTUALFUND,Fund,Delayed Quote,False,NONE,USD,NAS,A3 Alternative Credit Fund,Alpha Alternative Assets Fund,finmb_618418991,America/New_York,EDT,-14400000,us_market,False,-0.6033182,6.59,REGULAR,1569936600000.0,2,-0.04,1679573101,6.63,Nasdaq,0.0,0.0,-1.3599997,-0.17106915,7.95 - 10.25,-3.6599998,-0.35707316,7.95,10.25,8.9932,-2.4032001,-0.26722413,9.5735,-2.9834995,-0.31164148,15,0,False,False,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAC-UN,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,Ares Acquisition Corporation,Ares Acquisition Corporation,finmb_701465676,America/New_York,EDT,-14400000,us_market,False,0.0,10.48,REGULAR,1612276200000.0,2,0.0,1679515162,10.48,NYSE,2745.0,508.0,0.67999935,0.06938769,9.8 - 10.5807,-0.10070038,-0.009517364,9.8,10.5807,10.343084,0.1369152,0.013237367,10.061122,0.4188776,0.04163329,15,0,False,False,10.48,10.48,10.48 - 10.48,10.48,1.0,10.49,10.58,9.0,11.0,USD,10.48,0.0,104.799995,0.0,0.1,-0.488,-21.475409,Ares,,,,,,,,,,,,,,,,,,,,,,,,
AACG,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,ATA Creativity Global,ATA Creativity Global,finmb_39920439,America/New_York,EDT,-14400000,us_market,False,-2.105261,1.86,REGULAR,1201617000000.0,4,-0.03999996,1679579277,1.9,NasdaqGM,36788.0,26250.0,0.98,1.1136364,0.88 - 2.64,-0.7800001,-0.29545456,0.88,2.64,1.7412,0.118800044,0.06822883,1.68905,0.17095006,0.10121077,15,0,False,False,1.86,1.86,1.86 - 1.86,1.86,498.0,1.83,1.86,8.0,40.0,CNY,1.86,0.0,,0.0,-0.24,4.453,0.41769594,,1535068800.0,1669856400.0,1679914740.0,1680264000.0,-1.22,-0.89,-2.0898876,31376900.0,58361036.0,-1.5245901,1.5 - Strong Buy,,,,,,,,,,,,,
AACI,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Armada Acquisition Corp. I,Armada Acquisition Corp. I,finmb_706895895,America/New_York,EDT,-14400000,us_market,False,0.0,10.1,REGULAR,1636554600000.0,2,0.0,1679071960,10.1,NasdaqGM,52910.0,790.0,1.54,0.17990653,8.56 - 12.2,-2.0999994,-0.1721311,8.56,12.2,10.1131,-0.01309967,-0.001295317,9.983795,0.116205215,0.011639383,15,0,False,False,10.1,10.1,10.1 - 10.1,10.1,52.0,10.07,10.1,11.0,32.0,USD,10.06,0.0,,0.0,-0.25,-0.241,-41.908714,,,,,,,,,20709500.0,209165952.0,,,2021-11-10,,,,,,,,,,,,
AACIU,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Armada Acquisition Corp. I,Armada Acquisition Corp. I,finmb_706895895,America/New_York,EDT,-14400000,us_market,False,0.0,10.0,REGULAR,1628861400000.0,2,0.0,1678823989,10.0,NasdaqGM,86.0,10.0,0.28999996,0.029866114,9.71 - 10.825,-0.8249998,-0.07621246,9.71,10.825,10.2626,-0.26259995,-0.025588052,10.043975,-0.043974876,-0.0043782345,15,0,False,False,10.0,10.0,10.0 - 10.0,10.0,100.0,10.1,10.45,8.0,10.0,USD,10.0,0.0,,0.0,-0.203,-0.241,-41.49378,,,,,,,,,,,,,2021-08-13,,,,,,,,,,,,
AACIW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Armada Acquisition Corp. I Warrant,Armada Acquisition Corp. I,finmb_706895895,America/New_York,EDT,-14400000,us_market,False,9.999998,0.11,REGULAR,,4,0.009999998,1679578202,0.1,NasdaqGM,,,0.0,0.0,0.11 - 0.11,0.0,0.0,0.11,0.11,,,,,,,15,0,False,False,0.11,0.11,0.11 - 0.11,0.11,100.0,0.0696,0.11,10.0,9.0,USD,0.11,,,,,0.005,22.0,,,,,,,,,,,,,2021-11-10,,,,,,,,,,,,
AADI,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"Aadi Bioscience, Inc.","Aadi Bioscience, Inc.",finmb_430225247,America/New_York,EDT,-14400000,us_market,False,-2.080445,7.06,REGULAR,1518791400000.0,2,-0.1500001,1679589531,7.21,NasdaqCM,123683.0,194290.0,0.059999943,0.008571421,7.0 - 18.54,-11.480001,-0.6192018,7.0,18.54,11.0026,-3.9425998,-0.35833347,12.584925,-5.5249248,-0.43901134,15,0,False,False,7.06,7.31,7.06 - 7.31,7.06,50917.0,7.14,7.17,31.0,8.0,USD,7.25,0.0,1.4989384,0.0,4.71,6.932,1.018465,Aadi Bioscience,,1680006600.0,1680006600.0,1680006600.0,-2.53,-2.94,-2.4013605,24395100.0,172229408.0,-2.7905138,1.6 - Buy,,,,,,,,,,,,,
AADR,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,AdvisorShares Dorsey Wright,AdvisorShares Dorsey Wright ADR ETF,finmb_109691817,America/New_York,EDT,-14400000,us_market,False,1.6438851,47.06,REGULAR,1279719000000.0,2,0.76110077,1679588331,46.2989,NasdaqGM,4213.0,1660.0,3.710003,0.08558254,43.35 - 61.15,-14.09,-0.230417,43.35,61.15,48.7692,-1.709198,-0.03504667,48.654,-1.593998,-0.03276191,15,0,False,False,47.06,47.0988,46.25 - 47.0988,46.25,2058.0,46.8,47.05,9.0,18.0,,46.25,,11.523901,,4.083687,,,,,,,,,,,,,,,2021-06-03,-3.05925,-3.36916,-3.36916,,,,,,,,,
AAIDX,en-US,US,MUTUALFUND,Fund,Delayed Quote,False,NONE,USD,NAS,Axonic Alternative Income Fund,Axonic Alternative Income Fund,finmb_585522804,America/New_York,EDT,-14400000,us_market,False,0.0,19.58,REGULAR,1552055400000.0,2,0.0,1679573101,19.58,Nasdaq,0.0,0.0,-0.8600006,-0.042074393,20.44 - 22.6,-3.0200005,-0.13362834,20.44,22.6,22.254705,-2.6747055,-0.12018607,22.261555,-2.6815548,-0.12045676,15,0,False,False,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"American Airlines Group, Inc.",American Airlines Group Inc.,finmb_168569,America/New_York,EDT,-14400000,us_market,False,0.14472112,13.84,REGULAR,1127827800000.0,2,0.020000458,1679589618,13.82,NasdaqGS,25311064.0,27823980.0,2.1900005,0.18798289,11.65 - 21.42,-7.58,-0.3538749,11.65,21.42,15.971,-2.1309996,-0.13342932,14.31945,-0.47945023,-0.033482447,15,0,False,False,13.84,14.18,13.83 - 14.18,13.83,10001963.0,13.91,13.92,18.0,29.0,USD,14.0,0.0,69.2,0.0,0.2,-8.913,-1.552788,American Airlines,1582070400.0,1674739800.0,1681907400.0,1682339400.0,2.87,2.13,6.4976525,651430976.0,9015804928.0,4.8223,2.9 - Hold,,,,,,,,,,,,,
AAME,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Atlantic American Corporation,Atlantic American Corporation,finmb_252124,America/New_York,EDT,-14400000,us_market,False,2.4896243,2.47,REGULAR,322151400000.0,4,0.059999943,1679588275,2.41,NasdaqGM,4588.0,5940.0,0.37000012,0.17619054,2.1 - 3.79,-1.3199999,-0.34828496,2.1,3.79,2.4706,-0.00059986115,-0.0002427998,2.7534,-0.28340006,-0.102927305,15,0,False,False,2.47,2.46,2.4059 - 2.46,2.4059,731.0,2.38,2.48,12.0,10.0,USD,2.46,0.02,17.642857,0.008298755,0.14,4.805,0.5140479,Atlantic American,1651017600.0,1667936254.0,1679569140.0,1679918400.0,,,,20367200.0,50306984.0,,,,,,,,,,,,,,,
AAOI,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc.",finmb_1043391,America/New_York,EDT,-14400000,us_market,False,3.1645591,2.445,REGULAR,1380202200000.0,4,0.07500005,1679585729,2.37,NasdaqGM,169557.0,143540.0,0.9649999,0.65202695,1.48 - 4.0,-1.5550001,-0.38875002,1.48,4.0,2.5564,-0.11140013,-0.043576952,2.33455,0.11045003,0.04731106,15,0,False,False,2.445,2.47,2.36 - 2.47,2.36,53014.0,2.43,2.44,9.0,30.0,USD,2.36,0.0,,0.0,-2.27,6.452,0.37895223,Applied Optoelectronics,,1677187800.0,1683111540.0,1683547200.0,-0.02,-0.47,-5.2021275,29052800.0,71034096.0,-122.25,2.7 - Hold,,,,,,,,,,,,,
AAON,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"AAON, Inc.","AAON, Inc.",finmb_320500,America/New_York,EDT,-14400000,us_market,False,2.1881838,93.4,REGULAR,724516200000.0,2,2.0,1679589584,91.4,NasdaqGS,257196.0,383280.0,45.9,0.9663158,47.5 - 94.45,-1.0499954,-0.011116945,47.5,94.45,81.8106,11.589401,0.14166136,67.5952,25.804802,0.38175493,15,0,False,False,93.4,94.37,91.58 - 94.37,91.58,74680.0,93.34,93.59,8.0,18.0,USD,91.65,0.43,49.41799,0.004704595,1.89,10.495,8.899476,AAON,1680220800.0,1677536100.0,1683111540.0,1683547200.0,3.14,2.61,35.785442,53481400.0,4995162624.0,29.745222,2.2 - Buy,,,,,,,,,,,,,
AAPB,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,GraniteShares 1.75x Long AAPL D,GraniteShares 1.75x Long AAPL Daily ETF,finmb_1780713212,America/New_York,EDT,-14400000,us_market,False,2.8401222,21.82,REGULAR,1660138200000.0,2,0.6026001,1679589133,21.2174,NasdaqGM,6193.0,4730.0,7.5699997,0.53122807,14.25 - 27.92,-6.1000004,-0.21848139,14.25,27.92,19.02236,2.7976398,0.14707112,19.792316,2.0276833,0.102448,15,0,False,False,21.82,21.84,21.31 - 21.84,21.31,19427.0,21.79,21.81,8.0,12.0,,21.31,0.0,,0.0,,,,,,,,,,,,,,,,,37.95449,32.77472,32.77472,,,,,,,,,
AAPD,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,Direxion Daily AAPL Bear 1X Sha,Direxion Daily AAPL Bear 1X Shares,finmb_1791146308,America/New_York,EDT,-14400000,us_market,False,-1.4035773,24.235,REGULAR,1660138200000.0,2,-0.3449993,1679589481,24.58,NasdaqGM,189984.0,166110.0,0.835001,0.035683803,23.4 - 31.59,-7.3549995,-0.23282683,23.4,31.59,26.59564,-2.3606396,-0.0887604,27.111536,-2.8765354,-0.10610005,15,0,False,False,24.235,24.51,24.12 - 24.51,24.12,77710.0,24.2,24.21,40.0,30.0,,24.51,0.0,,0.0,,,,,,,,,,,,,,,,,-18.08277,-16.64901,-16.64901,,,,,,,,,
AAPL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Apple Inc.,Apple Inc.,finmb_24937,America/New_York,EDT,-14400000,us_market,False,1.758217,160.605,REGULAR,345479400000.0,2,2.774994,1679589619,157.83,NasdaqGS,70793454.0,74944790.0,36.434998,0.29342836,124.17 - 179.61,-19.005005,-0.105812624,124.17,179.61,147.7762,12.828796,0.08681233,147.81865,12.786346,0.08650023,15,0,False,False,160.605,161.55,158.73 - 161.55,158.73,30170175.0,160.85,160.86,8.0,10.0,USD,158.83,0.91,27.221186,0.0057656975,5.9,3.581,44.8492,Apple,1676505600.0,1675375200.0,1682506740.0,1682942400.0,6.61,5.96,26.947147,15821899776.0,2541076086784.0,24.297276,2.0 - Buy,,,,,,,,,,,,,
AAPU,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,Direxion Daily AAPL Bull 1.5X S,Direxion Daily AAPL Bull 1.5X Shares,finmb_1793225848,America/New_York,EDT,-14400000,us_market,False,2.7000043,22.4913,REGULAR,1660051800000.0,2,0.59130096,1679588698,21.9,NasdaqGM,106371.0,126960.0,6.9413004,0.44638586,15.55 - 27.56,-5.068699,-0.18391506,15.55,27.56,20.0258,2.4654999,0.12311617,20.639807,1.8514938,0.089705,15,0,False,False,22.4913,22.5695,22.11 - 22.5695,22.11,63429.0,22.48,22.49,13.0,10.0,,22.11,0.0,28.227034,0.0,0.7968,,,,,,,,,,,,,,,,31.9942,28.0713,28.0713,,,,,,,,,
AATC,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,USD,PNK,Autoscope Technologies Corporat,Autoscope Technologies Corporation,finmb_351694,America/New_York,EDT,-14400000,us_market,False,-0.49019563,4.06,REGULAR,799680600000.0,4,-0.01999998,1679588683,4.08,Other OTC,28428.0,3110.0,0.6799998,0.20118338,3.38 - 6.99,-2.9299998,-0.41917023,3.38,6.99,4.1654,-0.105400085,-0.025303712,4.6742,-0.6142001,-0.1314022,15,0,False,False,4.06,4.08,4.06 - 4.08,4.06,1858.0,0.0,0.0,8.0,8.0,USD,4.07,0.6,40.6,0.14705883,0.1,3.45,1.1768116,Autoscope,1670198400.0,,,,,,,5407710.0,22089810.0,,,,,,,"Image Sensing Systems, Inc.",2023-03-22,,,,,,,
AAWW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Atlas Air Worldwide Holdings,"Atlas Air Worldwide Holdings, Inc.",finmb_340272,America/New_York,EDT,-14400000,us_market,False,0.019523984,102.48,REGULAR,1131546600000.0,2,0.020004272,1679083207,102.46,NasdaqGS,514045.0,806046.0,43.780003,0.74582624,58.7 - 102.5,-0.019996643,-0.0001950892,58.7,102.5,101.6094,0.87060547,0.008568159,94.3648,8.115204,0.08599821,15,0,False,False,102.48,102.5,102.47 - 102.5,102.47,1527211.0,0.0,0.0,31.0,10.0,USD,102.48,0.0,9.732194,0.0,10.53,107.377,0.9543944,Atlas Air Worldwide,,1677157214.0,1683117000.0,1683549000.0,13.55,13.95,7.3462367,28633200.0,2934330368.0,7.5631,2.0 - Buy,,,,,,,,,,,,,
AAXJ,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,iShares MSCI All Country Asia e,iShares MSCI All Country Asia ex Japan ETF,finmb_47521309,America/New_York,EDT,-14400000,us_market,False,2.3665128,67.48,REGULAR,1218807000000.0,2,1.5600052,1679589610,65.92,NasdaqGM,824608.0,722500.0,13.090004,0.24066931,54.39 - 78.01,-10.529999,-0.13498268,54.39,78.01,68.4854,-1.005394,-0.0146804135,65.7742,1.7058029,0.025934225,15,0,False,False,67.48,67.73,66.91 - 67.73,66.91,423443.0,67.5,67.51,18.0,9.0,,66.91,0.0,12.3640995,0.0,5.457737,,,,1482883200.0,,,,,,,,,,,,1.7441,2.01176,2.01176,,,,,,,,,
ABCB,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Ameris Bancorp,Ameris Bancorp,finmb_343936,America/New_York,EDT,-14400000,us_market,False,-2.4925444,35.99,REGULAR,769354200000.0,2,-0.91999817,1679589568,36.91,NasdaqGS,441545.0,1052090.0,1.7100029,0.0498834,34.28 - 54.24,-18.25,-0.33646753,34.28,54.24,45.965,-9.974998,-0.21701291,46.8706,-10.8806,-0.23214124,15,0,False,False,35.99,37.235,35.75 - 37.235,35.75,159341.0,35.99,36.05,18.0,8.0,USD,37.02,0.6,6.7397003,0.016255759,5.34,46.241,0.77831364,,1681084800.0,1674828000.0,1682333940.0,1682683200.0,5.23,5.17,6.9613156,69385000.0,2497166336.0,6.8814535,2.2 - Buy,,,,,,,,,,,,,
ABCL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,AbCellera Biologics Inc.,AbCellera Biologics Inc.,finmb_280568380,America/New_York,EDT,-14400000,us_market,False,-0.8317384,7.2492,REGULAR,1607697000000.0,2,-0.060800076,1679589577,7.31,NasdaqGS,1709450.0,1823460.0,1.8291998,0.33749074,5.42 - 14.97,-7.7208004,-0.51575154,5.42,14.97,9.2614,-2.0122004,-0.2172674,10.545075,-3.2958755,-0.31255117,15,0,False,False,7.2492,7.4497,7.215 - 7.4497,7.215,596018.0,7.24,7.25,8.0,8.0,USD,7.35,0.0,14.4984,0.0,0.5,4.299,1.6862527,AbCellera Biologics,,1677016800.0,1683543540.0,1683892800.0,-0.65,-0.59,-12.28678,287686016.0,2173933568.0,-11.152616,1.8 - Buy,2020-12-11,,,,,,,,,,,,
ABCM,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Abcam plc,Abcam plc,finmb_9560513,America/New_York,EDT,-14400000,us_market,False,-0.59880185,13.28,REGULAR,1603373400000.0,2,-0.07999992,1679589598,13.36,NasdaqGS,637789.0,821630.0,0.7399998,0.059011146,12.54 - 19.39,-6.1099997,-0.31511086,12.54,19.39,15.0202,-1.7402,-0.11585732,15.1772,-1.8972006,-0.12500332,15,0,False,False,13.28,13.46,13.21 - 13.46,13.21,321700.0,13.3,13.32,14.0,9.0,GBP,13.39,0.0,166.0,0.0,0.08,3.149,4.2172117,Abcam,,,,,,,,229272000.0,3145527296.0,,2.4 - Buy,2020-10-22,,,,,,,,,,,,
ABEO,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Abeona Therapeutics Inc.,Abeona Therapeutics Inc.,finmb_360935,America/New_York,EDT,-14400000,us_market,False,1.7666618,2.4424,REGULAR,338218200000.0,4,0.042399883,1679589203,2.4,NasdaqCM,225506.0,164110.0,0.25239992,0.1152511,2.19 - 9.25,-6.8076,-0.7359568,2.19,9.25,2.5562,-0.11380005,-0.044519227,3.6002,-1.1578,-0.32159323,15,0,False,False,2.4424,2.51,2.36 - 2.51,2.36,47804.0,2.43,2.46,9.0,13.0,USD,2.4,0.0,,0.0,-18.7,2.009,1.2157291,Abeona Therapeutics,,1668429900.0,1680089400.0,1680521400.0,-1.92,-1.27,-1.9231496,17175800.0,41950172.0,-1.2720834,2.0 - Buy,,,,,,,,,,,,,
ABIO,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"ARCA biopharma, Inc.","ARCA biopharma, Inc.",finmb_26198824,America/New_York,EDT,-14400000,us_market,False,0.048788585,2.051,REGULAR,871047000000.0,4,0.0010001659,1679589294,2.05,NasdaqCM,34508.0,33990.0,0.29100013,0.16534099,1.76 - 2.7,-0.6489999,-0.24037033,1.76,2.7,2.1902,-0.13919997,-0.06355582,2.25015,-0.19914985,-0.08850514,15,0,False,False,2.051,2.085,2.04 - 2.085,2.04,11851.0,2.05,2.07,11.0,13.0,USD,2.0494,0.0,,0.0,-0.66,2.892,0.7091978,ARCA biopharma,1554336000.0,1677273600.0,1682938740.0,1683288000.0,-8.8,,,14410100.0,30420228.0,-0.23306818,,,,,,,,,,,,,,
ABNB,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Airbnb, Inc.","Airbnb, Inc.",finmb_115705393,America/New_York,EDT,-14400000,us_market,False,0.72625643,122.05,REGULAR,1607610600000.0,2,0.8800049,1679589608,121.17,NasdaqGS,6257128.0,5492280.0,40.14,0.49005002,81.91 - 179.09,-57.039993,-0.31849906,81.91,179.09,116.0566,5.9934006,0.05164205,107.8331,14.216904,0.13184175,15,0,False,False,122.05,124.66,121.76 - 124.66,121.76,1573158.0,122.38,122.35,10.0,9.0,USD,122.51,0.0,43.280144,0.0,2.82,8.812,13.850431,Airbnb,,1676410200.0,1682971200.0,1683316800.0,3.97,3.31,36.87311,408928000.0,78747148288.0,30.743074,2.5 - Buy,2020-12-10,,,,,,,,,,,,
ABOS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Acumen Pharmaceuticals, Inc.","Acumen Pharmaceuticals, Inc.",finmb_8539521,America/New_York,EDT,-14400000,us_market,False,-2.696076,3.97,REGULAR,1625146200000.0,4,-0.109999895,1679589618,4.08,NasdaqGS,80727.0,135490.0,0.95000005,0.31456956,3.02 - 10.97,-7.0,-0.6381039,3.02,10.97,5.3666,-1.3966,-0.26023924,5.7742,-1.8041999,-0.31245887,15,0,False,False,3.97,4.26,3.97 - 4.26,3.97,18898.0,4.03,4.09,13.0,11.0,USD,4.13,0.0,3.0305345,0.0,1.31,4.855,0.8177137,Acumen Pharmaceuticals,,1679918400.0,1679918400.0,1679918400.0,-1.23,-0.98,-4.05102,40925300.0,162473440.0,-3.2276423,1.5 - Strong Buy,2021-07-01,,,,,,,,,,,,
ABR-PE,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,Arbor Realty Trust 6.25% Series,"Arbor Realty Trust, Inc.",finmb_6207506,America/New_York,EDT,-14400000,us_market,False,0.74579823,16.21,REGULAR,1628170200000.0,2,0.11999893,1679588819,16.09,NYSE,20315.0,52832.0,0.32999897,0.02078079,15.88 - 23.49,-7.2800007,-0.30991915,15.88,23.49,19.331938,-3.1219387,-0.16149125,19.043478,-2.833479,-0.14878999,15,0,False,False,16.21,16.62,16.03 - 16.62,16.03,7588.0,16.2,16.41,13.0,11.0,USD,16.03,1.57,7.675189,0.097576134,2.112,12.923,1.2543526,Arbor Realty Trust,1675123200.0,,,,,,,,,,,,,,,,,,,,,,,
ABR-PF,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,Arbor Realty Trust 6.25% Series,"Arbor Realty Trust, Inc.",finmb_6207506,America/New_York,EDT,-14400000,us_market,False,0.62358844,17.75,REGULAR,1633440600000.0,2,0.110001,1679586910,17.64,NYSE,14915.0,19889.0,0.62000084,0.036193863,17.13 - 24.7,-6.950001,-0.28137654,17.13,24.7,20.035673,-2.2856731,-0.114080176,19.854845,-2.104845,-0.10601166,15,0,False,False,17.75,18.11,17.6651 - 18.11,17.6651,1919.0,17.65,18.08,18.0,10.0,USD,17.6651,1.57,8.404356,0.089002274,2.112,12.923,1.37352,Arbor Realty Trust,1675123200.0,,,,,,,,,,,,,,,,,,,,,,,
ABSI,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Absci Corporation,Absci Corporation,finmb_266013918,America/New_York,EDT,-14400000,us_market,False,4.201182,1.761,REGULAR,1626960600000.0,4,0.07099998,1679589152,1.69,NasdaqGS,490193.0,510550.0,0.23100007,0.15098044,1.53 - 9.09,-7.329,-0.8062706,1.53,9.09,2.5207,-0.75969994,-0.3013845,3.0387,-1.2777001,-0.42047587,15,0,False,False,1.761,1.795,1.7023 - 1.795,1.7023,74494.0,1.75,1.77,8.0,8.0,USD,1.72,0.0,,0.0,-0.87,3.154,0.55833864,Absci,,,,,-1.06,-1.17,-1.5051283,92394896.0,168484032.0,-1.6613209,2.7 - Hold,2021-07-22,,,,"Absci, CORP",2023-03-22,,,,,,,
ABST,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Absolute Software Corporation,Absolute Software Corporation,finmb_6850153,America/New_York,EDT,-14400000,us_market,False,2.65604,7.73,REGULAR,1234535400000.0,2,0.19999981,1679589511,7.53,NasdaqGS,84206.0,95410.0,0.94000006,0.1384389,6.79 - 12.59,-4.86,-0.38602066,6.79,12.59,9.9292,-2.1992002,-0.22148815,10.07695,-2.34695,-0.23290281,15,0,False,False,7.73,7.77,7.58 - 7.77,7.58,14509.0,7.74,7.75,8.0,12.0,USD,7.58,0.24,,0.031872507,-0.57,-0.166,-46.566265,Absolute Software,1677110400.0,1676412000.0,1683543540.0,1683892800.0,0.38,0.04,193.25,52677200.0,407194752.0,20.342106,2.0 - Buy,,,,,,,,,,,,,
ABUS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Arbutus Biopharma Corporation,Arbutus Biopharma Corporation,finmb_34160168,America/New_York,EDT,-14400000,us_market,False,-0.1694954,2.945,REGULAR,1185456600000.0,4,-0.0050001144,1679589560,2.95,NasdaqGS,965493.0,1320550.0,1.0949999,0.5918918,1.85 - 3.22,-0.2750001,-0.085403755,1.85,3.22,2.8358,0.1092,0.03850765,2.5137,0.43129992,0.17157972,15,0,False,False,2.945,3.0,2.92 - 3.0,2.92,194682.0,2.95,2.96,11.0,29.0,USD,2.95,0.0,,0.0,-0.45,0.869,3.3889527,Arbutus Biopharma,,1677764700.0,1683113400.0,1683545400.0,-0.65,-0.58,-5.077586,162571008.0,491756096.0,-4.5307693,2.0 - Buy,,,,,,,,,,,,,
ABVC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,"ABVC Biopharma, Inc.","ABVC BioPharma, Inc.",finmb_325748154,America/New_York,EDT,-14400000,us_market,False,-0.48900098,0.6105,REGULAR,1100097000000.0,4,-0.003000021,1679587290,0.6135,NasdaqCM,884352.0,46880.0,0.11049998,0.22099996,0.5 - 3.13,-2.5195003,-0.80495214,0.5,3.13,0.71512,-0.10462004,-0.14629717,0.80764,-0.19714004,-0.24409394,15,0,False,False,0.6105,0.653,0.6 - 0.653,0.6,2351.0,0.6105,0.653,8.0,12.0,USD,0.6,0.0,,0.0,-0.7,0.183,3.3360655,ABVC BioPharma,1557273600.0,1668468035.0,1680120000.0,1680552000.0,-0.28,-0.52,-1.1740384,32632300.0,21107304.0,-2.180357,3.0 - Hold,2021-08-03,,,,American BriVision (Holding) Corporation,2023-03-22,,,,,,,
ACAB,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Atlantic Coastal Acquisition Co,Atlantic Coastal Acquisition Corp. II,finmb_1760302118,America/New_York,EDT,-14400000,us_market,False,0.0,10.36,REGULAR,1646836200000.0,2,0.0,1679515200,10.36,NasdaqGM,47261.0,29840.0,0.46000004,0.04646465,9.9 - 10.37,-0.010000229,-0.0009643422,9.9,10.37,10.29918,0.060819626,0.0059052883,10.102875,0.2571249,0.025450667,15,0,False,False,10.36,10.3699,10.35 - 10.3699,10.35,24349.0,10.35,10.37,30.0,12.0,USD,10.36,0.0,,0.0,,-0.284,-36.47887,,,,,,,,,30000000.0,388312480.0,,,2022-03-07,,,,,,,,,,,,
